id,onet_id,element_id,element_name,scale_id,scale_name,data_value,active_status
14611,982,2.B.3.k,Troubleshooting,IM,Importance,1.75,1
14612,982,2.B.3.k,Troubleshooting,LV,Level,0.75,1
14613,982,2.B.3.l,Repairing,IM,Importance,1.12,1
14614,982,2.B.3.l,Repairing,LV,Level,0.12,1
14615,982,2.B.3.m,Quality Control Analysis,IM,Importance,3,1
14616,982,2.B.3.m,Quality Control Analysis,LV,Level,3.38,1
14617,982,2.B.4.e,Judgment and Decision Making,IM,Importance,3.88,1
14618,982,2.B.4.e,Judgment and Decision Making,LV,Level,4,1
14619,982,2.B.4.g,Systems Analysis,IM,Importance,3.38,1
14620,982,2.B.4.g,Systems Analysis,LV,Level,3.75,1
14621,982,2.B.4.h,Systems Evaluation,IM,Importance,3.38,1
14622,982,2.B.4.h,Systems Evaluation,LV,Level,3.75,1
14623,982,2.B.5.a,Time Management,IM,Importance,3,1
14624,982,2.B.5.a,Time Management,LV,Level,3.12,1
14625,982,2.B.5.b,Management of Financial Resources,IM,Importance,2,1
14626,982,2.B.5.b,Management of Financial Resources,LV,Level,1.88,1
14627,982,2.B.5.c,Management of Material Resources,IM,Importance,2,1
14628,982,2.B.5.c,Management of Material Resources,LV,Level,1.88,1
14629,982,2.B.5.d,Management of Personnel Resources,IM,Importance,2.88,1
14630,982,2.B.5.d,Management of Personnel Resources,LV,Level,2.75,1
14631,108,2.A.1.a,Reading Comprehension,IM,Importance,3.88,1
14632,108,2.A.1.a,Reading Comprehension,LV,Level,5.12,1
14633,108,2.A.1.b,Active Listening,IM,Importance,3.62,1
14634,108,2.A.1.b,Active Listening,LV,Level,4,1
14635,108,2.A.1.c,Writing,IM,Importance,3.5,1
14636,108,2.A.1.c,Writing,LV,Level,4.75,1
14637,108,2.A.1.d,Speaking,IM,Importance,3.5,1
14638,108,2.A.1.d,Speaking,LV,Level,4.38,1
14639,108,2.A.1.e,Mathematics,IM,Importance,3.5,1
14640,108,2.A.1.e,Mathematics,LV,Level,4.25,1
14641,108,2.A.1.f,Science,IM,Importance,4.5,1
14642,108,2.A.1.f,Science,LV,Level,4.88,1
14643,108,2.A.2.a,Critical Thinking,IM,Importance,4,1
14644,108,2.A.2.a,Critical Thinking,LV,Level,4.25,1
14645,108,2.A.2.b,Active Learning,IM,Importance,3.38,1
14646,108,2.A.2.b,Active Learning,LV,Level,4.38,1
14647,108,2.A.2.c,Learning Strategies,IM,Importance,3,1
14648,108,2.A.2.c,Learning Strategies,LV,Level,3.38,1
14649,108,2.A.2.d,Monitoring,IM,Importance,3.25,1
14650,108,2.A.2.d,Monitoring,LV,Level,3.88,1
14651,108,2.B.1.a,Social Perceptiveness,IM,Importance,3.25,1
14652,108,2.B.1.a,Social Perceptiveness,LV,Level,3.38,1
14653,108,2.B.1.b,Coordination,IM,Importance,3,1
14654,108,2.B.1.b,Coordination,LV,Level,3.38,1
14655,108,2.B.1.c,Persuasion,IM,Importance,2.88,1
14656,108,2.B.1.c,Persuasion,LV,Level,2.75,1
14657,108,2.B.1.d,Negotiation,IM,Importance,2.5,1
14658,108,2.B.1.d,Negotiation,LV,Level,2.88,1
14659,108,2.B.1.e,Instructing,IM,Importance,3.25,1
14660,108,2.B.1.e,Instructing,LV,Level,3.62,1
14661,108,2.B.1.f,Service Orientation,IM,Importance,2.5,1
14662,108,2.B.1.f,Service Orientation,LV,Level,2.5,1
14663,108,2.B.2.i,Complex Problem Solving,IM,Importance,3.62,1
14664,108,2.B.2.i,Complex Problem Solving,LV,Level,4.25,1
14665,108,2.B.3.a,Operations Analysis,IM,Importance,1.88,1
14666,108,2.B.3.a,Operations Analysis,LV,Level,1.88,1
14667,108,2.B.3.b,Technology Design,IM,Importance,1.62,1
14668,108,2.B.3.b,Technology Design,LV,Level,1,1
14669,108,2.B.3.c,Equipment Selection,IM,Importance,1.12,1
14670,108,2.B.3.c,Equipment Selection,LV,Level,0.12,1
14671,108,2.B.3.d,Installation,IM,Importance,1,1
14672,108,2.B.3.d,Installation,LV,Level,0,1
14673,108,2.B.3.e,Programming,IM,Importance,2.62,1
14674,108,2.B.3.e,Programming,LV,Level,3.62,1
14675,108,2.B.3.g,Operation Monitoring,IM,Importance,2.12,1
14676,108,2.B.3.g,Operation Monitoring,LV,Level,1.88,1
14677,108,2.B.3.h,Operation and Control,IM,Importance,1.38,1
14678,108,2.B.3.h,Operation and Control,LV,Level,0.62,1
14679,108,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
14680,108,2.B.3.j,Equipment Maintenance,LV,Level,0,1
14681,108,2.B.3.k,Troubleshooting,IM,Importance,1.88,1
14682,108,2.B.3.k,Troubleshooting,LV,Level,1.38,1
14683,108,2.B.3.l,Repairing,IM,Importance,1,1
14684,108,2.B.3.l,Repairing,LV,Level,0,1
14685,108,2.B.3.m,Quality Control Analysis,IM,Importance,2.38,1
14686,108,2.B.3.m,Quality Control Analysis,LV,Level,2.5,1
14687,108,2.B.4.e,Judgment and Decision Making,IM,Importance,3.5,1
14688,108,2.B.4.e,Judgment and Decision Making,LV,Level,4,1
14689,108,2.B.4.g,Systems Analysis,IM,Importance,2.75,1
14690,108,2.B.4.g,Systems Analysis,LV,Level,3.12,1
14691,108,2.B.4.h,Systems Evaluation,IM,Importance,2.62,1
14692,108,2.B.4.h,Systems Evaluation,LV,Level,3,1
14693,108,2.B.5.a,Time Management,IM,Importance,3.38,1
14694,108,2.B.5.a,Time Management,LV,Level,3.88,1
14695,108,2.B.5.b,Management of Financial Resources,IM,Importance,2.25,1
14696,108,2.B.5.b,Management of Financial Resources,LV,Level,2.38,1
14697,108,2.B.5.c,Management of Material Resources,IM,Importance,2.12,1
14698,108,2.B.5.c,Management of Material Resources,LV,Level,2.12,1
14699,108,2.B.5.d,Management of Personnel Resources,IM,Importance,3.25,1
14700,108,2.B.5.d,Management of Personnel Resources,LV,Level,3.38,1
14701,99,2.A.1.a,Reading Comprehension,IM,Importance,4.12,1
14702,99,2.A.1.a,Reading Comprehension,LV,Level,5.25,1
14703,99,2.A.1.b,Active Listening,IM,Importance,4,1
14704,99,2.A.1.b,Active Listening,LV,Level,4.25,1
14705,99,2.A.1.c,Writing,IM,Importance,4,1
14706,99,2.A.1.c,Writing,LV,Level,5.12,1
14707,99,2.A.1.d,Speaking,IM,Importance,4,1
14708,99,2.A.1.d,Speaking,LV,Level,4.5,1
14709,99,2.A.1.e,Mathematics,IM,Importance,3.75,1
14710,99,2.A.1.e,Mathematics,LV,Level,4.88,1
14711,99,2.A.1.f,Science,IM,Importance,4.62,1
14712,99,2.A.1.f,Science,LV,Level,5.12,1
14713,99,2.A.2.a,Critical Thinking,IM,Importance,4.12,1
14714,99,2.A.2.a,Critical Thinking,LV,Level,4.75,1
14715,99,2.A.2.b,Active Learning,IM,Importance,4,1
14716,99,2.A.2.b,Active Learning,LV,Level,5.25,1
14717,99,2.A.2.c,Learning Strategies,IM,Importance,3.62,1
14718,99,2.A.2.c,Learning Strategies,LV,Level,4.25,1
14719,99,2.A.2.d,Monitoring,IM,Importance,3.75,1
14720,99,2.A.2.d,Monitoring,LV,Level,4.38,1
14721,99,2.B.1.a,Social Perceptiveness,IM,Importance,3,1
14722,99,2.B.1.a,Social Perceptiveness,LV,Level,3.5,1
14723,99,2.B.1.b,Coordination,IM,Importance,3,1
14724,99,2.B.1.b,Coordination,LV,Level,3.5,1
14725,99,2.B.1.c,Persuasion,IM,Importance,2.75,1
14726,99,2.B.1.c,Persuasion,LV,Level,3.25,1
14727,99,2.B.1.d,Negotiation,IM,Importance,2.5,1
14728,99,2.B.1.d,Negotiation,LV,Level,2.38,1
14729,99,2.B.1.e,Instructing,IM,Importance,3.5,1
14730,99,2.B.1.e,Instructing,LV,Level,4.38,1
14731,99,2.B.1.f,Service Orientation,IM,Importance,2.75,1
14732,99,2.B.1.f,Service Orientation,LV,Level,2.5,1
14733,99,2.B.2.i,Complex Problem Solving,IM,Importance,3.88,1
14734,99,2.B.2.i,Complex Problem Solving,LV,Level,4,1
14735,99,2.B.3.a,Operations Analysis,IM,Importance,3.25,1
14736,99,2.B.3.a,Operations Analysis,LV,Level,3.62,1
14737,99,2.B.3.b,Technology Design,IM,Importance,2.25,1
14738,99,2.B.3.b,Technology Design,LV,Level,3,1
14739,99,2.B.3.c,Equipment Selection,IM,Importance,2.25,1
14740,99,2.B.3.c,Equipment Selection,LV,Level,2.38,1
14741,99,2.B.3.d,Installation,IM,Importance,1,1
14742,99,2.B.3.d,Installation,LV,Level,0,1
14743,99,2.B.3.e,Programming,IM,Importance,2.25,1
14744,99,2.B.3.e,Programming,LV,Level,3.12,1
14745,99,2.B.3.g,Operation Monitoring,IM,Importance,2.88,1
14746,99,2.B.3.g,Operation Monitoring,LV,Level,2.62,1
14747,99,2.B.3.h,Operation and Control,IM,Importance,2.38,1
14748,99,2.B.3.h,Operation and Control,LV,Level,2.38,1
14749,99,2.B.3.j,Equipment Maintenance,IM,Importance,1.88,1
14750,99,2.B.3.j,Equipment Maintenance,LV,Level,0.88,1
14751,99,2.B.3.k,Troubleshooting,IM,Importance,2,1
14752,99,2.B.3.k,Troubleshooting,LV,Level,1.38,1
14753,99,2.B.3.l,Repairing,IM,Importance,1.88,1
14754,99,2.B.3.l,Repairing,LV,Level,1.12,1
14755,99,2.B.3.m,Quality Control Analysis,IM,Importance,3,1
14756,99,2.B.3.m,Quality Control Analysis,LV,Level,3.5,1
14757,99,2.B.4.e,Judgment and Decision Making,IM,Importance,3.75,1
14758,99,2.B.4.e,Judgment and Decision Making,LV,Level,4.25,1
14759,99,2.B.4.g,Systems Analysis,IM,Importance,3.5,1
14760,99,2.B.4.g,Systems Analysis,LV,Level,3.75,1
14761,99,2.B.4.h,Systems Evaluation,IM,Importance,3.25,1
14762,99,2.B.4.h,Systems Evaluation,LV,Level,3.75,1
14763,99,2.B.5.a,Time Management,IM,Importance,3.12,1
14764,99,2.B.5.a,Time Management,LV,Level,3.75,1
14765,99,2.B.5.b,Management of Financial Resources,IM,Importance,2.12,1
14766,99,2.B.5.b,Management of Financial Resources,LV,Level,1.75,1
14767,99,2.B.5.c,Management of Material Resources,IM,Importance,2.25,1
14768,99,2.B.5.c,Management of Material Resources,LV,Level,2,1
14769,99,2.B.5.d,Management of Personnel Resources,IM,Importance,3.12,1
14770,99,2.B.5.d,Management of Personnel Resources,LV,Level,3.38,1
14771,674,2.A.1.a,Reading Comprehension,IM,Importance,3.88,1
14772,674,2.A.1.a,Reading Comprehension,LV,Level,5,1
14773,674,2.A.1.b,Active Listening,IM,Importance,3.88,1
14774,674,2.A.1.b,Active Listening,LV,Level,4.12,1
14775,674,2.A.1.c,Writing,IM,Importance,4,1
14776,674,2.A.1.c,Writing,LV,Level,4.5,1
14777,674,2.A.1.d,Speaking,IM,Importance,3.62,1
14778,674,2.A.1.d,Speaking,LV,Level,4,1
14779,674,2.A.1.e,Mathematics,IM,Importance,3.25,1
14780,674,2.A.1.e,Mathematics,LV,Level,4,1
14781,674,2.A.1.f,Science,IM,Importance,4.5,1
14782,674,2.A.1.f,Science,LV,Level,4.62,1
14783,674,2.A.2.a,Critical Thinking,IM,Importance,4.12,1
14784,674,2.A.2.a,Critical Thinking,LV,Level,4.38,1
14785,674,2.A.2.b,Active Learning,IM,Importance,3.75,1
14786,674,2.A.2.b,Active Learning,LV,Level,4.88,1
14787,674,2.A.2.c,Learning Strategies,IM,Importance,3.5,1
14788,674,2.A.2.c,Learning Strategies,LV,Level,4.12,1
14789,674,2.A.2.d,Monitoring,IM,Importance,3.5,1
14790,674,2.A.2.d,Monitoring,LV,Level,4.12,1
14791,674,2.B.1.a,Social Perceptiveness,IM,Importance,3,1
14792,674,2.B.1.a,Social Perceptiveness,LV,Level,3.38,1
14793,674,2.B.1.b,Coordination,IM,Importance,3.25,1
14794,674,2.B.1.b,Coordination,LV,Level,3.62,1
14795,674,2.B.1.c,Persuasion,IM,Importance,2.88,1
14796,674,2.B.1.c,Persuasion,LV,Level,2.75,1
14797,674,2.B.1.d,Negotiation,IM,Importance,2.62,1
14798,674,2.B.1.d,Negotiation,LV,Level,2.5,1
14799,674,2.B.1.e,Instructing,IM,Importance,3.25,1
14800,674,2.B.1.e,Instructing,LV,Level,3.75,1
14801,674,2.B.1.f,Service Orientation,IM,Importance,2.75,1
14802,674,2.B.1.f,Service Orientation,LV,Level,2.75,1
14803,674,2.B.2.i,Complex Problem Solving,IM,Importance,3.38,1
14804,674,2.B.2.i,Complex Problem Solving,LV,Level,4,1
14805,674,2.B.3.a,Operations Analysis,IM,Importance,3,1
14806,674,2.B.3.a,Operations Analysis,LV,Level,3.25,1
14807,674,2.B.3.b,Technology Design,IM,Importance,1.88,1
14808,674,2.B.3.b,Technology Design,LV,Level,1.25,1
14809,674,2.B.3.c,Equipment Selection,IM,Importance,1.62,1
14810,674,2.B.3.c,Equipment Selection,LV,Level,1.25,1
14811,674,2.B.3.d,Installation,IM,Importance,1,1
14812,674,2.B.3.d,Installation,LV,Level,0,1
14813,674,2.B.3.e,Programming,IM,Importance,2,1
14814,674,2.B.3.e,Programming,LV,Level,2.25,1
14815,674,2.B.3.g,Operation Monitoring,IM,Importance,2.75,1
14816,674,2.B.3.g,Operation Monitoring,LV,Level,2.75,1
14817,674,2.B.3.h,Operation and Control,IM,Importance,2.62,1
14818,674,2.B.3.h,Operation and Control,LV,Level,2.62,1
14819,674,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
14820,674,2.B.3.j,Equipment Maintenance,LV,Level,0,1
14821,674,2.B.3.k,Troubleshooting,IM,Importance,2,1
14822,674,2.B.3.k,Troubleshooting,LV,Level,1.75,1
14823,674,2.B.3.l,Repairing,IM,Importance,1,1
14824,674,2.B.3.l,Repairing,LV,Level,0,1
14825,674,2.B.3.m,Quality Control Analysis,IM,Importance,2.75,1
14826,674,2.B.3.m,Quality Control Analysis,LV,Level,3.25,1
14827,674,2.B.4.e,Judgment and Decision Making,IM,Importance,3.5,1
14828,674,2.B.4.e,Judgment and Decision Making,LV,Level,4.25,1
14829,674,2.B.4.g,Systems Analysis,IM,Importance,3.25,1
14830,674,2.B.4.g,Systems Analysis,LV,Level,3.75,1
14831,674,2.B.4.h,Systems Evaluation,IM,Importance,3.12,1
14832,674,2.B.4.h,Systems Evaluation,LV,Level,3.62,1
14833,674,2.B.5.a,Time Management,IM,Importance,3.25,1
14834,674,2.B.5.a,Time Management,LV,Level,3.75,1
14835,674,2.B.5.b,Management of Financial Resources,IM,Importance,2.12,1
14836,674,2.B.5.b,Management of Financial Resources,LV,Level,2,1
14837,674,2.B.5.c,Management of Material Resources,IM,Importance,2.38,1
14838,674,2.B.5.c,Management of Material Resources,LV,Level,2.5,1
14839,674,2.B.5.d,Management of Personnel Resources,IM,Importance,3.25,1
14840,674,2.B.5.d,Management of Personnel Resources,LV,Level,3.75,1
14841,1110,2.A.1.a,Reading Comprehension,IM,Importance,3.88,1
14842,1110,2.A.1.a,Reading Comprehension,LV,Level,4.62,1
14843,1110,2.A.1.b,Active Listening,IM,Importance,4,1
14844,1110,2.A.1.b,Active Listening,LV,Level,4,1
14845,1110,2.A.1.c,Writing,IM,Importance,3.88,1
14846,1110,2.A.1.c,Writing,LV,Level,4.38,1
14847,1110,2.A.1.d,Speaking,IM,Importance,3.75,1
14848,1110,2.A.1.d,Speaking,LV,Level,3.75,1
14849,1110,2.A.1.e,Mathematics,IM,Importance,2.88,1
14850,1110,2.A.1.e,Mathematics,LV,Level,3.12,1
14851,1110,2.A.1.f,Science,IM,Importance,4,1
14852,1110,2.A.1.f,Science,LV,Level,4,1
14853,1110,2.A.2.a,Critical Thinking,IM,Importance,3.88,1
14854,1110,2.A.2.a,Critical Thinking,LV,Level,4.12,1
14855,1110,2.A.2.b,Active Learning,IM,Importance,3.5,1
14856,1110,2.A.2.b,Active Learning,LV,Level,3.62,1
14857,1110,2.A.2.c,Learning Strategies,IM,Importance,2.88,1
14858,1110,2.A.2.c,Learning Strategies,LV,Level,3.12,1
14859,1110,2.A.2.d,Monitoring,IM,Importance,3.38,1
14860,1110,2.A.2.d,Monitoring,LV,Level,3.62,1
14861,1110,2.B.1.a,Social Perceptiveness,IM,Importance,3.12,1
14862,1110,2.B.1.a,Social Perceptiveness,LV,Level,3.12,1
14863,1110,2.B.1.b,Coordination,IM,Importance,3.5,1
14864,1110,2.B.1.b,Coordination,LV,Level,3.38,1
14865,1110,2.B.1.c,Persuasion,IM,Importance,2.88,1
14866,1110,2.B.1.c,Persuasion,LV,Level,3,1
14867,1110,2.B.1.d,Negotiation,IM,Importance,2.88,1
14868,1110,2.B.1.d,Negotiation,LV,Level,3.12,1
14869,1110,2.B.1.e,Instructing,IM,Importance,3.12,1
14870,1110,2.B.1.e,Instructing,LV,Level,3.38,1
14871,1110,2.B.1.f,Service Orientation,IM,Importance,2.88,1
14872,1110,2.B.1.f,Service Orientation,LV,Level,3,1
14873,1110,2.B.2.i,Complex Problem Solving,IM,Importance,3.5,1
14874,1110,2.B.2.i,Complex Problem Solving,LV,Level,3.5,1
14875,1110,2.B.3.a,Operations Analysis,IM,Importance,1.62,1
14876,1110,2.B.3.a,Operations Analysis,LV,Level,1.25,1
14877,1110,2.B.3.b,Technology Design,IM,Importance,1.5,1
14878,1110,2.B.3.b,Technology Design,LV,Level,0.75,1
14879,1110,2.B.3.c,Equipment Selection,IM,Importance,1.12,1
14880,1110,2.B.3.c,Equipment Selection,LV,Level,0.25,1
14881,1110,2.B.3.d,Installation,IM,Importance,1,1
14882,1110,2.B.3.d,Installation,LV,Level,0,1
14883,1110,2.B.3.e,Programming,IM,Importance,1.5,1
14884,1110,2.B.3.e,Programming,LV,Level,0.75,1
14885,1110,2.B.3.g,Operation Monitoring,IM,Importance,2.88,1
14886,1110,2.B.3.g,Operation Monitoring,LV,Level,2.88,1
14887,1110,2.B.3.h,Operation and Control,IM,Importance,2.38,1
14888,1110,2.B.3.h,Operation and Control,LV,Level,2.5,1
14889,1110,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
14890,1110,2.B.3.j,Equipment Maintenance,LV,Level,0,1
14891,1110,2.B.3.k,Troubleshooting,IM,Importance,2,1
14892,1110,2.B.3.k,Troubleshooting,LV,Level,1.5,1
14893,1110,2.B.3.l,Repairing,IM,Importance,1,1
14894,1110,2.B.3.l,Repairing,LV,Level,0,1
14895,1110,2.B.3.m,Quality Control Analysis,IM,Importance,2.62,1
14896,1110,2.B.3.m,Quality Control Analysis,LV,Level,2.75,1
14897,1110,2.B.4.e,Judgment and Decision Making,IM,Importance,3.62,1
14898,1110,2.B.4.e,Judgment and Decision Making,LV,Level,3.62,1
14899,1110,2.B.4.g,Systems Analysis,IM,Importance,3.38,1
14900,1110,2.B.4.g,Systems Analysis,LV,Level,3.38,1
14901,1110,2.B.4.h,Systems Evaluation,IM,Importance,3.12,1
14902,1110,2.B.4.h,Systems Evaluation,LV,Level,3.38,1
14903,1110,2.B.5.a,Time Management,IM,Importance,3.25,1
14904,1110,2.B.5.a,Time Management,LV,Level,3.75,1
14905,1110,2.B.5.b,Management of Financial Resources,IM,Importance,2,1
14906,1110,2.B.5.b,Management of Financial Resources,LV,Level,1.88,1
14907,1110,2.B.5.c,Management of Material Resources,IM,Importance,2.12,1
14908,1110,2.B.5.c,Management of Material Resources,LV,Level,1.75,1
14909,1110,2.B.5.d,Management of Personnel Resources,IM,Importance,2.88,1
14910,1110,2.B.5.d,Management of Personnel Resources,LV,Level,3.12,1
14911,103,2.A.1.a,Reading Comprehension,IM,Importance,4.12,1
14912,103,2.A.1.a,Reading Comprehension,LV,Level,4.88,1
14913,103,2.A.1.b,Active Listening,IM,Importance,4,1
14914,103,2.A.1.b,Active Listening,LV,Level,4.38,1
14915,103,2.A.1.c,Writing,IM,Importance,3.88,1
14916,103,2.A.1.c,Writing,LV,Level,4.75,1
14917,103,2.A.1.d,Speaking,IM,Importance,4,1
14918,103,2.A.1.d,Speaking,LV,Level,4.25,1
14919,103,2.A.1.e,Mathematics,IM,Importance,3.5,1
14920,103,2.A.1.e,Mathematics,LV,Level,4.12,1
14921,103,2.A.1.f,Science,IM,Importance,3.75,1
14922,103,2.A.1.f,Science,LV,Level,4.12,1
14923,103,2.A.2.a,Critical Thinking,IM,Importance,4.12,1
14924,103,2.A.2.a,Critical Thinking,LV,Level,4.38,1
14925,103,2.A.2.b,Active Learning,IM,Importance,3.62,1
14926,103,2.A.2.b,Active Learning,LV,Level,4.25,1
14927,103,2.A.2.c,Learning Strategies,IM,Importance,3,1
14928,103,2.A.2.c,Learning Strategies,LV,Level,3.62,1
14929,103,2.A.2.d,Monitoring,IM,Importance,3.38,1
14930,103,2.A.2.d,Monitoring,LV,Level,4.12,1
14931,103,2.B.1.a,Social Perceptiveness,IM,Importance,3.25,1
14932,103,2.B.1.a,Social Perceptiveness,LV,Level,3.5,1
14933,103,2.B.1.b,Coordination,IM,Importance,3,1
14934,103,2.B.1.b,Coordination,LV,Level,3.5,1
14935,103,2.B.1.c,Persuasion,IM,Importance,2.88,1
14936,103,2.B.1.c,Persuasion,LV,Level,3.5,1
14937,103,2.B.1.d,Negotiation,IM,Importance,2.75,1
14938,103,2.B.1.d,Negotiation,LV,Level,3,1
14939,103,2.B.1.e,Instructing,IM,Importance,3,1
14940,103,2.B.1.e,Instructing,LV,Level,3.25,1
14941,103,2.B.1.f,Service Orientation,IM,Importance,2.88,1
14942,103,2.B.1.f,Service Orientation,LV,Level,3,1
14943,103,2.B.2.i,Complex Problem Solving,IM,Importance,4,1
14944,103,2.B.2.i,Complex Problem Solving,LV,Level,4.25,1
14945,103,2.B.3.a,Operations Analysis,IM,Importance,2.25,1
14946,103,2.B.3.a,Operations Analysis,LV,Level,2.12,1
14947,103,2.B.3.b,Technology Design,IM,Importance,2.25,1
14948,103,2.B.3.b,Technology Design,LV,Level,2.12,1
14949,103,2.B.3.c,Equipment Selection,IM,Importance,1.5,1
14950,103,2.B.3.c,Equipment Selection,LV,Level,0.62,1
14951,103,2.B.3.d,Installation,IM,Importance,1,1
14952,103,2.B.3.d,Installation,LV,Level,0,1
14953,103,2.B.3.e,Programming,IM,Importance,2.12,1
14954,103,2.B.3.e,Programming,LV,Level,1.75,1
14955,103,2.B.3.g,Operation Monitoring,IM,Importance,2.25,1
14956,103,2.B.3.g,Operation Monitoring,LV,Level,2.5,1
14957,103,2.B.3.h,Operation and Control,IM,Importance,1.25,1
14958,103,2.B.3.h,Operation and Control,LV,Level,0.62,1
14959,103,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
14960,103,2.B.3.j,Equipment Maintenance,LV,Level,0,1
14961,103,2.B.3.k,Troubleshooting,IM,Importance,2,1
14962,103,2.B.3.k,Troubleshooting,LV,Level,1.88,1
14963,103,2.B.3.l,Repairing,IM,Importance,1,1
14964,103,2.B.3.l,Repairing,LV,Level,0,1
14965,103,2.B.3.m,Quality Control Analysis,IM,Importance,2.12,1
14966,103,2.B.3.m,Quality Control Analysis,LV,Level,2.38,1
14967,103,2.B.4.e,Judgment and Decision Making,IM,Importance,3.62,1
14968,103,2.B.4.e,Judgment and Decision Making,LV,Level,4.25,1
14969,103,2.B.4.g,Systems Analysis,IM,Importance,3.25,1
14970,103,2.B.4.g,Systems Analysis,LV,Level,3.62,1
14971,103,2.B.4.h,Systems Evaluation,IM,Importance,3.25,1
14972,103,2.B.4.h,Systems Evaluation,LV,Level,3.75,1
14973,103,2.B.5.a,Time Management,IM,Importance,3.38,1
14974,103,2.B.5.a,Time Management,LV,Level,3.25,1
14975,103,2.B.5.b,Management of Financial Resources,IM,Importance,2,1
14976,103,2.B.5.b,Management of Financial Resources,LV,Level,1.75,1
14977,103,2.B.5.c,Management of Material Resources,IM,Importance,2.12,1
14978,103,2.B.5.c,Management of Material Resources,LV,Level,2,1
14979,103,2.B.5.d,Management of Personnel Resources,IM,Importance,2.88,1
14980,103,2.B.5.d,Management of Personnel Resources,LV,Level,3.12,1
14981,694,2.A.1.a,Reading Comprehension,IM,Importance,4.38,1
14982,694,2.A.1.a,Reading Comprehension,LV,Level,5.75,1
14983,694,2.A.1.b,Active Listening,IM,Importance,4,1
14984,694,2.A.1.b,Active Listening,LV,Level,4.88,1
14985,694,2.A.1.c,Writing,IM,Importance,4.12,1
14986,694,2.A.1.c,Writing,LV,Level,5.12,1
14987,694,2.A.1.d,Speaking,IM,Importance,4,1
14988,694,2.A.1.d,Speaking,LV,Level,4.88,1
14989,694,2.A.1.e,Mathematics,IM,Importance,3.75,1
14990,694,2.A.1.e,Mathematics,LV,Level,4.75,1
14991,694,2.A.1.f,Science,IM,Importance,4.88,1
14992,694,2.A.1.f,Science,LV,Level,5.38,1
14993,694,2.A.2.a,Critical Thinking,IM,Importance,4.25,1
14994,694,2.A.2.a,Critical Thinking,LV,Level,5,1
14995,694,2.A.2.b,Active Learning,IM,Importance,4,1
14996,694,2.A.2.b,Active Learning,LV,Level,5.25,1
14997,694,2.A.2.c,Learning Strategies,IM,Importance,3.88,1
14998,694,2.A.2.c,Learning Strategies,LV,Level,4.5,1
14999,694,2.A.2.d,Monitoring,IM,Importance,3.88,1
15000,694,2.A.2.d,Monitoring,LV,Level,4.75,1
15001,694,2.B.1.a,Social Perceptiveness,IM,Importance,3.12,1
15002,694,2.B.1.a,Social Perceptiveness,LV,Level,3.25,1
15003,694,2.B.1.b,Coordination,IM,Importance,3.12,1
15004,694,2.B.1.b,Coordination,LV,Level,3.62,1
15005,694,2.B.1.c,Persuasion,IM,Importance,2.75,1
15006,694,2.B.1.c,Persuasion,LV,Level,2.75,1
15007,694,2.B.1.d,Negotiation,IM,Importance,2.5,1
15008,694,2.B.1.d,Negotiation,LV,Level,2.62,1
15009,694,2.B.1.e,Instructing,IM,Importance,3.5,1
15010,694,2.B.1.e,Instructing,LV,Level,4.25,1
15011,694,2.B.1.f,Service Orientation,IM,Importance,2.5,1
15012,694,2.B.1.f,Service Orientation,LV,Level,2.12,1
15013,694,2.B.2.i,Complex Problem Solving,IM,Importance,4,1
15014,694,2.B.2.i,Complex Problem Solving,LV,Level,4.12,1
15015,694,2.B.3.a,Operations Analysis,IM,Importance,2.88,1
15016,694,2.B.3.a,Operations Analysis,LV,Level,3.25,1
15017,694,2.B.3.b,Technology Design,IM,Importance,2,1
15018,694,2.B.3.b,Technology Design,LV,Level,1.75,1
15019,694,2.B.3.c,Equipment Selection,IM,Importance,1.88,1
15020,694,2.B.3.c,Equipment Selection,LV,Level,1.88,1
15021,694,2.B.3.d,Installation,IM,Importance,1,1
15022,694,2.B.3.d,Installation,LV,Level,0,1
15023,694,2.B.3.e,Programming,IM,Importance,2.5,1
15024,694,2.B.3.e,Programming,LV,Level,3.12,1
15025,694,2.B.3.g,Operation Monitoring,IM,Importance,2.88,1
15026,694,2.B.3.g,Operation Monitoring,LV,Level,2.75,1
15027,694,2.B.3.h,Operation and Control,IM,Importance,2.5,1
15028,694,2.B.3.h,Operation and Control,LV,Level,2.75,1
15029,694,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
15030,694,2.B.3.j,Equipment Maintenance,LV,Level,0,1
15031,694,2.B.3.k,Troubleshooting,IM,Importance,2,1
15032,694,2.B.3.k,Troubleshooting,LV,Level,1.62,1
15033,694,2.B.3.l,Repairing,IM,Importance,1,1
15034,694,2.B.3.l,Repairing,LV,Level,0,1
15035,694,2.B.3.m,Quality Control Analysis,IM,Importance,3,1
15036,694,2.B.3.m,Quality Control Analysis,LV,Level,3,1
15037,694,2.B.4.e,Judgment and Decision Making,IM,Importance,4,1
15038,694,2.B.4.e,Judgment and Decision Making,LV,Level,4.5,1
15039,694,2.B.4.g,Systems Analysis,IM,Importance,3.38,1
15040,694,2.B.4.g,Systems Analysis,LV,Level,4,1
