id,onet_id,element_id,element_name,scale_id,scale_name,data_value,active_status
2606,444,1.C.6,Independence,IM,Importance,3.83,1
2607,444,1.C.7.a,Innovation,IM,Importance,4.33,1
2608,444,1.C.7.b,Analytical Thinking,IM,Importance,4.46,1
2609,81,1.C.1.a,Achievement/Effort,IM,Importance,3.96,1
2610,81,1.C.1.b,Persistence,IM,Importance,4,1
2611,81,1.C.1.c,Initiative,IM,Importance,4.17,1
2612,81,1.C.2.b,Leadership,IM,Importance,3.7,1
2613,81,1.C.3.a,Cooperation,IM,Importance,4.17,1
2614,81,1.C.3.b,Concern for Others,IM,Importance,3.35,1
2615,81,1.C.3.c,Social Orientation,IM,Importance,3,1
2616,81,1.C.4.a,Self Control,IM,Importance,3.96,1
2617,81,1.C.4.b,Stress Tolerance,IM,Importance,4,1
2618,81,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.17,1
2619,81,1.C.5.a,Dependability,IM,Importance,4.41,1
2620,81,1.C.5.b,Attention to Detail,IM,Importance,4.65,1
2621,81,1.C.5.c,Integrity,IM,Importance,4.48,1
2622,81,1.C.6,Independence,IM,Importance,3.52,1
2623,81,1.C.7.a,Innovation,IM,Importance,3.87,1
2624,81,1.C.7.b,Analytical Thinking,IM,Importance,4.61,1
2625,684,1.C.1.a,Achievement/Effort,IM,Importance,3.77,1
2626,684,1.C.1.b,Persistence,IM,Importance,3.96,1
2627,684,1.C.1.c,Initiative,IM,Importance,4.35,1
2628,684,1.C.2.b,Leadership,IM,Importance,3.73,1
2629,684,1.C.3.a,Cooperation,IM,Importance,3.72,1
2630,684,1.C.3.b,Concern for Others,IM,Importance,3.02,1
2631,684,1.C.3.c,Social Orientation,IM,Importance,2.75,1
2632,684,1.C.4.a,Self Control,IM,Importance,3.83,1
2633,684,1.C.4.b,Stress Tolerance,IM,Importance,4.05,1
2634,684,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.95,1
2635,684,1.C.5.a,Dependability,IM,Importance,4.33,1
2636,684,1.C.5.b,Attention to Detail,IM,Importance,4.36,1
2637,684,1.C.5.c,Integrity,IM,Importance,4.09,1
2638,684,1.C.6,Independence,IM,Importance,4.19,1
2639,684,1.C.7.a,Innovation,IM,Importance,3.96,1
2640,684,1.C.7.b,Analytical Thinking,IM,Importance,4.37,1
2641,727,1.C.1.a,Achievement/Effort,IM,Importance,4,1
2642,727,1.C.1.b,Persistence,IM,Importance,4,1
2643,727,1.C.1.c,Initiative,IM,Importance,3.91,1
2644,727,1.C.2.b,Leadership,IM,Importance,3.86,1
2645,727,1.C.3.a,Cooperation,IM,Importance,3.77,1
2646,727,1.C.3.b,Concern for Others,IM,Importance,3.14,1
2647,727,1.C.3.c,Social Orientation,IM,Importance,2.59,1
2648,727,1.C.4.a,Self Control,IM,Importance,3.77,1
2649,727,1.C.4.b,Stress Tolerance,IM,Importance,3.91,1
2650,727,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.77,1
2651,727,1.C.5.a,Dependability,IM,Importance,4.45,1
2652,727,1.C.5.b,Attention to Detail,IM,Importance,4.55,1
2653,727,1.C.5.c,Integrity,IM,Importance,4.68,1
2654,727,1.C.6,Independence,IM,Importance,3.23,1
2655,727,1.C.7.a,Innovation,IM,Importance,3.45,1
2656,727,1.C.7.b,Analytical Thinking,IM,Importance,4.55,1
2657,791,1.C.1.a,Achievement/Effort,IM,Importance,4.2,1
2658,791,1.C.1.b,Persistence,IM,Importance,4.02,1
2659,791,1.C.1.c,Initiative,IM,Importance,4.2,1
2660,791,1.C.2.b,Leadership,IM,Importance,3.82,1
2661,791,1.C.3.a,Cooperation,IM,Importance,4.32,1
2662,791,1.C.3.b,Concern for Others,IM,Importance,3.07,1
2663,791,1.C.3.c,Social Orientation,IM,Importance,3.03,1
2664,791,1.C.4.a,Self Control,IM,Importance,3.33,1
2665,791,1.C.4.b,Stress Tolerance,IM,Importance,3.89,1
2666,791,1.C.4.c,Adaptability/Flexibility,IM,Importance,4,1
2667,791,1.C.5.a,Dependability,IM,Importance,4.3,1
2668,791,1.C.5.b,Attention to Detail,IM,Importance,4.17,1
2669,791,1.C.5.c,Integrity,IM,Importance,4.29,1
2670,791,1.C.6,Independence,IM,Importance,4.13,1
2671,791,1.C.7.a,Innovation,IM,Importance,4.05,1
2672,791,1.C.7.b,Analytical Thinking,IM,Importance,4.51,1
2673,98,1.C.1.a,Achievement/Effort,IM,Importance,3.92,1
2674,98,1.C.1.b,Persistence,IM,Importance,4.24,1
2675,98,1.C.1.c,Initiative,IM,Importance,4.12,1
2676,98,1.C.2.b,Leadership,IM,Importance,3.72,1
2677,98,1.C.3.a,Cooperation,IM,Importance,4.2,1
2678,98,1.C.3.b,Concern for Others,IM,Importance,3.32,1
2679,98,1.C.3.c,Social Orientation,IM,Importance,2.88,1
2680,98,1.C.4.a,Self Control,IM,Importance,3.72,1
2681,98,1.C.4.b,Stress Tolerance,IM,Importance,3.76,1
2682,98,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.84,1
2683,98,1.C.5.a,Dependability,IM,Importance,4.38,1
2684,98,1.C.5.b,Attention to Detail,IM,Importance,4.4,1
2685,98,1.C.5.c,Integrity,IM,Importance,4.4,1
2686,98,1.C.6,Independence,IM,Importance,3.68,1
2687,98,1.C.7.a,Innovation,IM,Importance,4,1
2688,98,1.C.7.b,Analytical Thinking,IM,Importance,4.44,1
2689,1082,1.C.1.a,Achievement/Effort,IM,Importance,3.86,1
2690,1082,1.C.1.b,Persistence,IM,Importance,4.03,1
2691,1082,1.C.1.c,Initiative,IM,Importance,4.1,1
2692,1082,1.C.2.b,Leadership,IM,Importance,3.76,1
2693,1082,1.C.3.a,Cooperation,IM,Importance,4.17,1
2694,1082,1.C.3.b,Concern for Others,IM,Importance,3.28,1
2695,1082,1.C.3.c,Social Orientation,IM,Importance,2.9,1
2696,1082,1.C.4.a,Self Control,IM,Importance,4,1
2697,1082,1.C.4.b,Stress Tolerance,IM,Importance,4.1,1
2698,1082,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.97,1
2699,1082,1.C.5.a,Dependability,IM,Importance,4.21,1
2700,1082,1.C.5.b,Attention to Detail,IM,Importance,4.55,1
2701,1082,1.C.5.c,Integrity,IM,Importance,4.69,1
2702,1082,1.C.6,Independence,IM,Importance,3.72,1
2703,1082,1.C.7.a,Innovation,IM,Importance,3.55,1
2704,1082,1.C.7.b,Analytical Thinking,IM,Importance,4.45,1
2705,331,1.C.1.a,Achievement/Effort,IM,Importance,3.95,1
2706,331,1.C.1.b,Persistence,IM,Importance,4.05,1
2707,331,1.C.1.c,Initiative,IM,Importance,4.18,1
2708,331,1.C.2.b,Leadership,IM,Importance,3.95,1
2709,331,1.C.3.a,Cooperation,IM,Importance,4.14,1
2710,331,1.C.3.b,Concern for Others,IM,Importance,3.68,1
2711,331,1.C.3.c,Social Orientation,IM,Importance,3.32,1
2712,331,1.C.4.a,Self Control,IM,Importance,3.86,1
2713,331,1.C.4.b,Stress Tolerance,IM,Importance,3.77,1
2714,331,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.18,1
2715,331,1.C.5.a,Dependability,IM,Importance,4.36,1
2716,331,1.C.5.b,Attention to Detail,IM,Importance,4.59,1
2717,331,1.C.5.c,Integrity,IM,Importance,4.55,1
2718,331,1.C.6,Independence,IM,Importance,4.14,1
2719,331,1.C.7.a,Innovation,IM,Importance,4.18,1
2720,331,1.C.7.b,Analytical Thinking,IM,Importance,4.73,1
2721,626,1.C.1.a,Achievement/Effort,IM,Importance,4.14,1
2722,626,1.C.1.b,Persistence,IM,Importance,4.19,1
2723,626,1.C.1.c,Initiative,IM,Importance,4.38,1
2724,626,1.C.2.b,Leadership,IM,Importance,3.71,1
2725,626,1.C.3.a,Cooperation,IM,Importance,3.86,1
2726,626,1.C.3.b,Concern for Others,IM,Importance,3.24,1
2727,626,1.C.3.c,Social Orientation,IM,Importance,3.05,1
2728,626,1.C.4.a,Self Control,IM,Importance,3.81,1
2729,626,1.C.4.b,Stress Tolerance,IM,Importance,3.9,1
2730,626,1.C.4.c,Adaptability/Flexibility,IM,Importance,4,1
2731,626,1.C.5.a,Dependability,IM,Importance,4.57,1
2732,626,1.C.5.b,Attention to Detail,IM,Importance,4.52,1
2733,626,1.C.5.c,Integrity,IM,Importance,4.38,1
2734,626,1.C.6,Independence,IM,Importance,4.05,1
2735,626,1.C.7.a,Innovation,IM,Importance,4.14,1
2736,626,1.C.7.b,Analytical Thinking,IM,Importance,4.57,1
2737,651,1.C.1.a,Achievement/Effort,IM,Importance,3.56,1
2738,651,1.C.1.b,Persistence,IM,Importance,4.26,1
2739,651,1.C.1.c,Initiative,IM,Importance,4.3,1
2740,651,1.C.2.b,Leadership,IM,Importance,3.48,1
2741,651,1.C.3.a,Cooperation,IM,Importance,3.9,1
2742,651,1.C.3.b,Concern for Others,IM,Importance,3.04,1
2743,651,1.C.3.c,Social Orientation,IM,Importance,2.39,1
2744,651,1.C.4.a,Self Control,IM,Importance,3.82,1
2745,651,1.C.4.b,Stress Tolerance,IM,Importance,3.68,1
2746,651,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.8,1
2747,651,1.C.5.a,Dependability,IM,Importance,3.95,1
2748,651,1.C.5.b,Attention to Detail,IM,Importance,4.29,1
2749,651,1.C.5.c,Integrity,IM,Importance,4.02,1
2750,651,1.C.6,Independence,IM,Importance,3.22,1
2751,651,1.C.7.a,Innovation,IM,Importance,4.52,1
2752,651,1.C.7.b,Analytical Thinking,IM,Importance,4.35,1
2753,675,1.C.1.a,Achievement/Effort,IM,Importance,3.9,1
2754,675,1.C.1.b,Persistence,IM,Importance,3.93,1
2755,675,1.C.1.c,Initiative,IM,Importance,4.07,1
2756,675,1.C.2.b,Leadership,IM,Importance,3.56,1
2757,675,1.C.3.a,Cooperation,IM,Importance,4.01,1
2758,675,1.C.3.b,Concern for Others,IM,Importance,3.05,1
2759,675,1.C.3.c,Social Orientation,IM,Importance,2.58,1
2760,675,1.C.4.a,Self Control,IM,Importance,3.52,1
2761,675,1.C.4.b,Stress Tolerance,IM,Importance,3.76,1
2762,675,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.82,1
2763,675,1.C.5.a,Dependability,IM,Importance,4.05,1
2764,675,1.C.5.b,Attention to Detail,IM,Importance,4.59,1
2765,675,1.C.5.c,Integrity,IM,Importance,4.26,1
2766,675,1.C.6,Independence,IM,Importance,3.23,1
2767,675,1.C.7.a,Innovation,IM,Importance,4.32,1
2768,675,1.C.7.b,Analytical Thinking,IM,Importance,4.66,1
2769,800,1.C.1.a,Achievement/Effort,IM,Importance,4.04,1
2770,800,1.C.1.b,Persistence,IM,Importance,4,1
2771,800,1.C.1.c,Initiative,IM,Importance,4.04,1
2772,800,1.C.2.b,Leadership,IM,Importance,3.25,1
2773,800,1.C.3.a,Cooperation,IM,Importance,3.88,1
2774,800,1.C.3.b,Concern for Others,IM,Importance,2.96,1
2775,800,1.C.3.c,Social Orientation,IM,Importance,2.58,1
2776,800,1.C.4.a,Self Control,IM,Importance,3.38,1
2777,800,1.C.4.b,Stress Tolerance,IM,Importance,3.46,1
2778,800,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.92,1
2779,800,1.C.5.a,Dependability,IM,Importance,3.96,1
2780,800,1.C.5.b,Attention to Detail,IM,Importance,4.5,1
2781,800,1.C.5.c,Integrity,IM,Importance,4,1
2782,800,1.C.6,Independence,IM,Importance,3.71,1
2783,800,1.C.7.a,Innovation,IM,Importance,4.17,1
2784,800,1.C.7.b,Analytical Thinking,IM,Importance,4.54,1
2785,919,1.C.1.a,Achievement/Effort,IM,Importance,3.95,1
2786,919,1.C.1.b,Persistence,IM,Importance,4.15,1
2787,919,1.C.1.c,Initiative,IM,Importance,4,1
2788,919,1.C.2.b,Leadership,IM,Importance,3.5,1
2789,919,1.C.3.a,Cooperation,IM,Importance,3.85,1
2790,919,1.C.3.b,Concern for Others,IM,Importance,3.25,1
2791,919,1.C.3.c,Social Orientation,IM,Importance,2.95,1
2792,919,1.C.4.a,Self Control,IM,Importance,3.7,1
2793,919,1.C.4.b,Stress Tolerance,IM,Importance,3.9,1
2794,919,1.C.4.c,Adaptability/Flexibility,IM,Importance,4,1
2795,919,1.C.5.a,Dependability,IM,Importance,4.15,1
2796,919,1.C.5.b,Attention to Detail,IM,Importance,4.5,1
2797,919,1.C.5.c,Integrity,IM,Importance,4.1,1
2798,919,1.C.6,Independence,IM,Importance,3.6,1
2799,919,1.C.7.a,Innovation,IM,Importance,3.85,1
2800,919,1.C.7.b,Analytical Thinking,IM,Importance,4.35,1
2801,715,1.C.1.a,Achievement/Effort,IM,Importance,4.25,1
2802,715,1.C.1.b,Persistence,IM,Importance,4.33,1
2803,715,1.C.1.c,Initiative,IM,Importance,4.12,1
2804,715,1.C.2.b,Leadership,IM,Importance,3.54,1
2805,715,1.C.3.a,Cooperation,IM,Importance,3.75,1
2806,715,1.C.3.b,Concern for Others,IM,Importance,2.83,1
2807,715,1.C.3.c,Social Orientation,IM,Importance,2.54,1
2808,715,1.C.4.a,Self Control,IM,Importance,3.17,1
2809,715,1.C.4.b,Stress Tolerance,IM,Importance,3.67,1
2810,715,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.92,1
2811,715,1.C.5.a,Dependability,IM,Importance,3.79,1
2812,715,1.C.5.b,Attention to Detail,IM,Importance,4.29,1
2813,715,1.C.5.c,Integrity,IM,Importance,4.12,1
2814,715,1.C.6,Independence,IM,Importance,3.96,1
2815,715,1.C.7.a,Innovation,IM,Importance,4.33,1
2816,715,1.C.7.b,Analytical Thinking,IM,Importance,4.54,1
2817,1102,1.C.1.a,Achievement/Effort,IM,Importance,4.23,1
2818,1102,1.C.1.b,Persistence,IM,Importance,4.28,1
2819,1102,1.C.1.c,Initiative,IM,Importance,4.39,1
2820,1102,1.C.2.b,Leadership,IM,Importance,4.05,1
2821,1102,1.C.3.a,Cooperation,IM,Importance,4.22,1
2822,1102,1.C.3.b,Concern for Others,IM,Importance,3.39,1
2823,1102,1.C.3.c,Social Orientation,IM,Importance,3.08,1
2824,1102,1.C.4.a,Self Control,IM,Importance,3.91,1
2825,1102,1.C.4.b,Stress Tolerance,IM,Importance,4.29,1
2826,1102,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.37,1
2827,1102,1.C.5.a,Dependability,IM,Importance,4.37,1
2828,1102,1.C.5.b,Attention to Detail,IM,Importance,4.55,1
2829,1102,1.C.5.c,Integrity,IM,Importance,4.37,1
2830,1102,1.C.6,Independence,IM,Importance,4.18,1
2831,1102,1.C.7.a,Innovation,IM,Importance,4.01,1
2832,1102,1.C.7.b,Analytical Thinking,IM,Importance,4.63,1
2833,985,1.C.1.a,Achievement/Effort,IM,Importance,3.73,1
2834,985,1.C.1.b,Persistence,IM,Importance,3.73,1
2835,985,1.C.1.c,Initiative,IM,Importance,3.73,1
2836,985,1.C.2.b,Leadership,IM,Importance,3.41,1
2837,985,1.C.3.a,Cooperation,IM,Importance,3.71,1
2838,985,1.C.3.b,Concern for Others,IM,Importance,3.14,1
2839,985,1.C.3.c,Social Orientation,IM,Importance,2.81,1
2840,985,1.C.4.a,Self Control,IM,Importance,3.65,1
2841,985,1.C.4.b,Stress Tolerance,IM,Importance,3.43,1
2842,985,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.48,1
2843,985,1.C.5.a,Dependability,IM,Importance,3.95,1
2844,985,1.C.5.b,Attention to Detail,IM,Importance,4.05,1
2845,985,1.C.5.c,Integrity,IM,Importance,4.09,1
2846,985,1.C.6,Independence,IM,Importance,3.45,1
2847,985,1.C.7.a,Innovation,IM,Importance,3.73,1
2848,985,1.C.7.b,Analytical Thinking,IM,Importance,4.05,1
2849,55,1.C.1.a,Achievement/Effort,IM,Importance,4.12,1
2850,55,1.C.1.b,Persistence,IM,Importance,3.84,1
2851,55,1.C.1.c,Initiative,IM,Importance,4.13,1
2852,55,1.C.2.b,Leadership,IM,Importance,3.42,1
2853,55,1.C.3.a,Cooperation,IM,Importance,4.14,1
2854,55,1.C.3.b,Concern for Others,IM,Importance,3.35,1
2855,55,1.C.3.c,Social Orientation,IM,Importance,3.39,1
2856,55,1.C.4.a,Self Control,IM,Importance,3.36,1
2857,55,1.C.4.b,Stress Tolerance,IM,Importance,3.91,1
2858,55,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.09,1
2859,55,1.C.5.a,Dependability,IM,Importance,4.26,1
2860,55,1.C.5.b,Attention to Detail,IM,Importance,4.76,1
2861,55,1.C.5.c,Integrity,IM,Importance,4.35,1
2862,55,1.C.6,Independence,IM,Importance,3.6,1
2863,55,1.C.7.a,Innovation,IM,Importance,4.09,1
2864,55,1.C.7.b,Analytical Thinking,IM,Importance,3.98,1
2865,159,1.C.1.a,Achievement/Effort,IM,Importance,4.1,1
2866,159,1.C.1.b,Persistence,IM,Importance,4,1
2867,159,1.C.1.c,Initiative,IM,Importance,3.95,1
2868,159,1.C.2.b,Leadership,IM,Importance,3.24,1
2869,159,1.C.3.a,Cooperation,IM,Importance,4.29,1
2870,159,1.C.3.b,Concern for Others,IM,Importance,3.33,1
2871,159,1.C.3.c,Social Orientation,IM,Importance,2.95,1
2872,159,1.C.4.a,Self Control,IM,Importance,4.1,1
2873,159,1.C.4.b,Stress Tolerance,IM,Importance,4.19,1
2874,159,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.1,1
2875,159,1.C.5.a,Dependability,IM,Importance,4.62,1
2876,159,1.C.5.b,Attention to Detail,IM,Importance,4.62,1
2877,159,1.C.5.c,Integrity,IM,Importance,4.38,1
2878,159,1.C.6,Independence,IM,Importance,3.76,1
2879,159,1.C.7.a,Innovation,IM,Importance,3.57,1
2880,159,1.C.7.b,Analytical Thinking,IM,Importance,4.1,1
2881,316,1.C.1.a,Achievement/Effort,IM,Importance,4.08,1
2882,316,1.C.1.b,Persistence,IM,Importance,4.3,1
2883,316,1.C.1.c,Initiative,IM,Importance,4.03,1
2884,316,1.C.2.b,Leadership,IM,Importance,3.1,1
2885,316,1.C.3.a,Cooperation,IM,Importance,4.06,1
2886,316,1.C.3.b,Concern for Others,IM,Importance,3.41,1
2887,316,1.C.3.c,Social Orientation,IM,Importance,3.03,1
2888,316,1.C.4.a,Self Control,IM,Importance,3.76,1
2889,316,1.C.4.b,Stress Tolerance,IM,Importance,4.11,1
2890,316,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.13,1
2891,316,1.C.5.a,Dependability,IM,Importance,4.55,1
2892,316,1.C.5.b,Attention to Detail,IM,Importance,4.72,1
2893,316,1.C.5.c,Integrity,IM,Importance,4.14,1
2894,316,1.C.6,Independence,IM,Importance,4.11,1
2895,316,1.C.7.a,Innovation,IM,Importance,3.86,1
2896,316,1.C.7.b,Analytical Thinking,IM,Importance,3.96,1
2897,307,1.C.1.a,Achievement/Effort,IM,Importance,3.77,1
2898,307,1.C.1.b,Persistence,IM,Importance,3.7,1
2899,307,1.C.1.c,Initiative,IM,Importance,4.08,1
2900,307,1.C.2.b,Leadership,IM,Importance,3.6,1
2901,307,1.C.3.a,Cooperation,IM,Importance,4.22,1
2902,307,1.C.3.b,Concern for Others,IM,Importance,3.44,1
2903,307,1.C.3.c,Social Orientation,IM,Importance,3.13,1
2904,307,1.C.4.a,Self Control,IM,Importance,3.82,1
2905,307,1.C.4.b,Stress Tolerance,IM,Importance,3.79,1
2906,307,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.84,1
2907,307,1.C.5.a,Dependability,IM,Importance,4.29,1
2908,307,1.C.5.b,Attention to Detail,IM,Importance,4.64,1
2909,307,1.C.5.c,Integrity,IM,Importance,3.83,1
2910,307,1.C.6,Independence,IM,Importance,3.73,1
2911,307,1.C.7.a,Innovation,IM,Importance,3.38,1
2912,307,1.C.7.b,Analytical Thinking,IM,Importance,3.95,1
2913,647,1.C.1.a,Achievement/Effort,IM,Importance,3.48,1
2914,647,1.C.1.b,Persistence,IM,Importance,3.67,1
2915,647,1.C.1.c,Initiative,IM,Importance,3.89,1
2916,647,1.C.2.b,Leadership,IM,Importance,3.39,1
2917,647,1.C.3.a,Cooperation,IM,Importance,3.9,1
2918,647,1.C.3.b,Concern for Others,IM,Importance,3.14,1
2919,647,1.C.3.c,Social Orientation,IM,Importance,2.82,1
2920,647,1.C.4.a,Self Control,IM,Importance,3.52,1
2921,647,1.C.4.b,Stress Tolerance,IM,Importance,3.88,1
2922,647,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.76,1
2923,647,1.C.5.a,Dependability,IM,Importance,4.19,1
2924,647,1.C.5.b,Attention to Detail,IM,Importance,4.69,1
2925,647,1.C.5.c,Integrity,IM,Importance,3.91,1
2926,647,1.C.6,Independence,IM,Importance,3.24,1
2927,647,1.C.7.a,Innovation,IM,Importance,3.76,1
2928,647,1.C.7.b,Analytical Thinking,IM,Importance,4.1,1
2929,15,1.C.1.a,Achievement/Effort,IM,Importance,4.58,1
2930,15,1.C.1.b,Persistence,IM,Importance,4.76,1
2931,15,1.C.1.c,Initiative,IM,Importance,4.85,1
2932,15,1.C.2.b,Leadership,IM,Importance,4.47,1
2933,15,1.C.3.a,Cooperation,IM,Importance,4.69,1
2934,15,1.C.3.b,Concern for Others,IM,Importance,3.76,1
2935,15,1.C.3.c,Social Orientation,IM,Importance,3.17,1
2936,15,1.C.4.a,Self Control,IM,Importance,3.93,1
2937,15,1.C.4.b,Stress Tolerance,IM,Importance,4.18,1
2938,15,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.59,1
2939,15,1.C.5.a,Dependability,IM,Importance,4.8,1
2940,15,1.C.5.b,Attention to Detail,IM,Importance,4.94,1
2941,15,1.C.5.c,Integrity,IM,Importance,4.88,1
2942,15,1.C.6,Independence,IM,Importance,4.24,1
2943,15,1.C.7.a,Innovation,IM,Importance,4.14,1
2944,15,1.C.7.b,Analytical Thinking,IM,Importance,4.44,1
2945,160,1.C.1.a,Achievement/Effort,IM,Importance,3.45,1
2946,160,1.C.1.b,Persistence,IM,Importance,3.64,1
2947,160,1.C.1.c,Initiative,IM,Importance,3.56,1
2948,160,1.C.2.b,Leadership,IM,Importance,2.75,1
2949,160,1.C.3.a,Cooperation,IM,Importance,4.01,1
2950,160,1.C.3.b,Concern for Others,IM,Importance,3.24,1
2951,160,1.C.3.c,Social Orientation,IM,Importance,3.43,1
2952,160,1.C.4.a,Self Control,IM,Importance,3.61,1
2953,160,1.C.4.b,Stress Tolerance,IM,Importance,3.64,1
2954,160,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.82,1
2955,160,1.C.5.a,Dependability,IM,Importance,4.19,1
2956,160,1.C.5.b,Attention to Detail,IM,Importance,3.9,1
2957,160,1.C.5.c,Integrity,IM,Importance,4,1
2958,160,1.C.6,Independence,IM,Importance,3.61,1
2959,160,1.C.7.a,Innovation,IM,Importance,2.84,1
2960,160,1.C.7.b,Analytical Thinking,IM,Importance,3.83,1
2961,319,1.C.1.a,Achievement/Effort,IM,Importance,3.86,1
2962,319,1.C.1.b,Persistence,IM,Importance,3.82,1
2963,319,1.C.1.c,Initiative,IM,Importance,3.79,1
2964,319,1.C.2.b,Leadership,IM,Importance,2.87,1
2965,319,1.C.3.a,Cooperation,IM,Importance,3.91,1
2966,319,1.C.3.b,Concern for Others,IM,Importance,3.09,1
2967,319,1.C.3.c,Social Orientation,IM,Importance,2.81,1
2968,319,1.C.4.a,Self Control,IM,Importance,3.6,1
2969,319,1.C.4.b,Stress Tolerance,IM,Importance,3.73,1
2970,319,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.95,1
2971,319,1.C.5.a,Dependability,IM,Importance,4.12,1
2972,319,1.C.5.b,Attention to Detail,IM,Importance,4.44,1
2973,319,1.C.5.c,Integrity,IM,Importance,3.81,1
2974,319,1.C.6,Independence,IM,Importance,3.89,1
2975,319,1.C.7.a,Innovation,IM,Importance,3.62,1
2976,319,1.C.7.b,Analytical Thinking,IM,Importance,4.17,1
2977,308,1.C.1.a,Achievement/Effort,IM,Importance,3.83,1
2978,308,1.C.1.b,Persistence,IM,Importance,3.95,1
2979,308,1.C.1.c,Initiative,IM,Importance,3.95,1
2980,308,1.C.2.b,Leadership,IM,Importance,3.61,1
2981,308,1.C.3.a,Cooperation,IM,Importance,4.19,1
2982,308,1.C.3.b,Concern for Others,IM,Importance,3.57,1
2983,308,1.C.3.c,Social Orientation,IM,Importance,3.12,1
2984,308,1.C.4.a,Self Control,IM,Importance,3.8,1
2985,308,1.C.4.b,Stress Tolerance,IM,Importance,3.85,1
2986,308,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.13,1
2987,308,1.C.5.a,Dependability,IM,Importance,4.44,1
2988,308,1.C.5.b,Attention to Detail,IM,Importance,4.7,1
2989,308,1.C.5.c,Integrity,IM,Importance,4.22,1
2990,308,1.C.6,Independence,IM,Importance,3.9,1
2991,308,1.C.7.a,Innovation,IM,Importance,3.79,1
2992,308,1.C.7.b,Analytical Thinking,IM,Importance,4.24,1
2993,313,1.C.1.a,Achievement/Effort,IM,Importance,4.24,1
2994,313,1.C.1.b,Persistence,IM,Importance,4.44,1
2995,313,1.C.1.c,Initiative,IM,Importance,4.47,1
2996,313,1.C.2.b,Leadership,IM,Importance,3.35,1
2997,313,1.C.3.a,Cooperation,IM,Importance,4.21,1
2998,313,1.C.3.b,Concern for Others,IM,Importance,3.54,1
2999,313,1.C.3.c,Social Orientation,IM,Importance,3.05,1
3000,313,1.C.4.a,Self Control,IM,Importance,4.15,1
3001,313,1.C.4.b,Stress Tolerance,IM,Importance,3.99,1
3002,313,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.92,1
3003,313,1.C.5.a,Dependability,IM,Importance,4.45,1
3004,313,1.C.5.b,Attention to Detail,IM,Importance,4.68,1
3005,313,1.C.5.c,Integrity,IM,Importance,3.98,1
3006,313,1.C.6,Independence,IM,Importance,4.03,1
3007,313,1.C.7.a,Innovation,IM,Importance,3.54,1
3008,313,1.C.7.b,Analytical Thinking,IM,Importance,4.23,1
3009,920,1.C.1.a,Achievement/Effort,IM,Importance,4.18,1
3010,920,1.C.1.b,Persistence,IM,Importance,4.21,1
3011,920,1.C.1.c,Initiative,IM,Importance,4.07,1
3012,920,1.C.2.b,Leadership,IM,Importance,3.61,1
3013,920,1.C.3.a,Cooperation,IM,Importance,4.14,1
3014,920,1.C.3.b,Concern for Others,IM,Importance,3.43,1
3015,920,1.C.3.c,Social Orientation,IM,Importance,3.07,1
3016,920,1.C.4.a,Self Control,IM,Importance,4.26,1
3017,920,1.C.4.b,Stress Tolerance,IM,Importance,4.04,1
3018,920,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.15,1
3019,920,1.C.5.a,Dependability,IM,Importance,4.57,1
3020,920,1.C.5.b,Attention to Detail,IM,Importance,4.68,1
3021,920,1.C.5.c,Integrity,IM,Importance,4.32,1
3022,920,1.C.6,Independence,IM,Importance,4,1
3023,920,1.C.7.a,Innovation,IM,Importance,3.54,1
3024,920,1.C.7.b,Analytical Thinking,IM,Importance,4.43,1
3025,341,1.C.1.a,Achievement/Effort,IM,Importance,3.67,1
3026,341,1.C.1.b,Persistence,IM,Importance,3.49,1
3027,341,1.C.1.c,Initiative,IM,Importance,4.11,1
3028,341,1.C.2.b,Leadership,IM,Importance,3.66,1
3029,341,1.C.3.a,Cooperation,IM,Importance,4.3,1
3030,341,1.C.3.b,Concern for Others,IM,Importance,3.27,1
3031,341,1.C.3.c,Social Orientation,IM,Importance,2.88,1
3032,341,1.C.4.a,Self Control,IM,Importance,3.23,1
3033,341,1.C.4.b,Stress Tolerance,IM,Importance,4.06,1
3034,341,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.9,1
